dc:identifier,dc:name,ayto:url_imagen,dc:description,ayto:descrip_es,ayto:descrip_en,ayto:direccion,ayto:telefono,ayto:email,ayto:website,ayto:blog,ayto:facebook,ayto:twitter,ayto:googlePlus,ayto:instagram,ayto:longitud,ayto:latitud,ayto:id_categoria,ayto:categoria,ayto:ico_categoria,ayto:accesible,ayto:fecha_modificacion,dc:modified,uri
CAF3075,La Churrería,https://farm9.staticflickr.com/8651/15688100728_a53bcc3649.jpg,Ven a probar el mejor chocolate con churros de la Ciudad,"La Churrería es un lugar agradable donde disfrutar de un excelente chocolate con churros además de una gran variedad de especialidades hechas artesanalmente. Los crepes\, las tortitas\, las rosquillas de la abuela y el bizcocho son productos deliciosos que harán de tus desayunos y meriendas el momento más esperado del día.\n\nDispone de amplios salones donde compartir momentos especiales con tus amigos\, con acogedores sofás y un excelente servicio. Hay conexión wifi gratuita para los clientes y está",,Calle Rubio 14,942375666,bolloque@gmail.com,,,https://www.facebook.com/lachurreriasantander,,https://plus.google.com/107273139598965887032/about?gl=es&hl=es,," -3.813422514572153",43.46223952864505,10,Cafeterías,,0,2015-07-30T11:02:03.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3075.csv
CAF3061,Café Bar Calvo Sotelo,https://farm9.staticflickr.com/8663/15686094510_9d29612be8.jpg,Café bar en el centro de Santander dónde podrás tomar diferentes cafés de gran calidad.,Café bar en el centro de Santander dónde podrás tomar diferentes cafés de gran calidad.,,Calle Calvo Sotelo 12,942130286,,,,https://www.facebook.com/pages/Caf%C3%A9-bar-Calvo-Sotelo/546371132111968,,,," -3.8088091150665377",43.46133619646267,10,Cafeterías,,0,2015-06-12T13:22:26.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3061.csv
CAF3059,Café Facultad de Ciencias,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Avenida de los Castros sn,942218111,,,,,,,," -3.800987793579111",43.47127989424502,10,Cafeterías,,0,2015-07-17T11:56:43.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3059.csv
CAF3057,Café Teatro Doménico,https://farm8.staticflickr.com/7474/15685959830_f3e5c22358.jpg,Aquí no hay opción a la soledad o el aburrimiento,"...Y en las tardes!!! La tertulia\, las luces ligeramente tenues\, las combinaciones de meriendas a precios excelentes (entre 1\,80? a 4?)\, las tortitas\, gofres\, batidos naturales\, chocolates y un largo etc\, la lectura sosegada\, el ver videos que continuamente seleccionamos de entre lo mejor del mercado... Un mundo diferente es el que se respira. Aquí no hay opción a la soledad o el aburrimiento.\n\nAdemás en comidas y cenas disponemos de una original carta de cazuelitas\, tortitas mejicanas\, tablas d",,"C/ Alcazar de Toledo\, 1",942074499,,http://www.domenicocafe.com,,https://www.facebook.com/domenico.santander,,,," -3.8159598843002414",43.46080859750054,10,Cafeterías,,0,2015-07-17T11:42:46.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3057.csv
CAF3056,Cafe Plaza,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Calle Hernán Cortés 19," 942 224 275",,,,,,,," -3.8027795092010592",43.46274570026052,10,Cafeterías,,0,2015-07-17T11:42:29.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3056.csv
CAF3055,Cafe de Pombo,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Plaza de Pombo,942 36 03 08,,,,,,,," -3.802382542266855",43.46274570026052,10,Cafeterías,,0,2015-07-17T11:42:37.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3055.csv
CAF3051,Botánico Rualasal Azar,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Calle Rualasal 1,942 31 88 95,,,,,,https://plus.google.com/105595300960551244767/about?gl=es&hl=es,," -3.8082190290832614",43.462769061925194,10,Cafeterías,,0,2015-07-17T11:35:43.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3051.csv
CAF3047,Blanco y Negro,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,San Fernando 16,942760171,,,,,,,," -3.8200958506012057",43.46034718799222,10,Cafeterías,,0,2015-07-17T11:30:25.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3047.csv
CAF3045,Bingo Benidorm,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Av Castañeda\, 13",942 27 26 41,,,,,,https://plus.google.com/103105749873166509571/about?gl=es&hl=es,," -3.7878127828979586",43.47548425477286,10,Cafeterías,,0,2015-07-17T11:28:18.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3045.csv
CAF3034,Bar El Faro,https://farm8.staticflickr.com/7531/15238406124_3e30a578be.jpg,La cafetería ?El Faro? lleva más de 60 años sirviendo aperitivos y raciones en la costa santanderina,"La cafetería ?El Faro? lleva más de 60 años sirviendo aperitivos y raciones en la costa santanderina.\n\nCon una situación privilegiada\, situado entre ambos lados por del Mar Cantábrico\, junto al Faro de Cabo Mayor\, muy próximo a la playa de Mataleñas y el campo de golf municipal\, cuenta con una de las mejores vistas conjuntas del mar y de los Picos de Europa\, los cuales otorgan los mejores atardeceres en todas las fechas del año\, esta cafetería abre sus terrazas al sol para todos aquellos que des",,Avenida del Faro,942 391 518,,,,,,,," -3.7910582558059787",43.49034121119511,10,Cafeterías,,0,2015-06-12T13:23:46.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3034.csv
CAF3028,Cafetería El Danubio,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Los Ciruelos 36,942325000,,,,,,,," -3.851177288665781",43.458587180152044,10,Cafeterías,,0,2015-07-17T10:55:36.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3028.csv
CAF3022,Cafetería Alisal 48,https://farm8.staticflickr.com/7473/15859494992_f3eaef036e.jpg,Restaurante de desayuno y brunch · Sandwichería · Restaurante de hamburguesas,"Restaurante de desayuno y brunch · Sandwichería · Restaurante de hamburguesas\nDesayuno\, Almuerzo\, Cena\, Café y Bebidas",,Calle Los Ciruelos 48,942323193,,,,https://www.facebook.com/pages/ALISAL-48,,,," -3.8545085922622775",43.4580381406741,10,Cafeterías,,0,2015-06-12T13:24:45.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3022.csv
CAF3003,Cafe-Bar Bedoya 2,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Restaurante\, ambiente estudiantil y muy familiar","Con servicio de Restaurante\, ambiente estudiantil y muy familiar. Comedor con capacidad para 52 comensales. Disponemos de aire acondicionado.\nAbierto desde las 7:30 de la mañana.\nCerramos los Domingos y Festivos\, excepto desde el 15 de Julio al 1 de Septiembre.\nVacaciones en Navidad.",,Avenida de los Castros 53,942271026,,http://www.bedoya.com/Bedoya2.htm,,,,,," -3.797146870269785",43.47145508177348,10,Cafeterías,,0,2015-07-17T10:14:28.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3003.csv
CAF2980,Cafetería Alaska,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Paseo de Pereda 16,942,,,,,,,," -3.8020794526481723",43.46200396271739,10,Cafeterías,,0,2015-07-17T09:20:54.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf2980.csv
CAF162,Cafetería Las Bambalinas,https://butler.tst-sistemas.es/uploads/1411468369LOBBY -CAFETERIA1.JPG,Cafetería Las Bambalinas,"Cafetería muy acogedora y tranquila\, ideal para desayunos\, meriendas y cenas.\nEstupendo sitio tanto para ambientes familiares como de trabajo\, con conexión WI-FI.","Very cozy and quiet coffee shop\, ideal for breakfasts\, snacks and dinners.\nIt is a nice place as familiar environments as working area\, with connection WI FI.","Plaza de los Remedios Nº1\, 39001 Santander",942318081,recepcion.coliseum@hoteles-silken.com,,,,,,," -3.80849797882081",43.46287029570036,10,Cafeterías,,0,2015-06-12T13:25:22.000Z,2017-10-31T15:02:07.591Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf162.csv
HOT116,Restaurante del Gran Hotel Sardinero,http://lira.tlmat.unican.es/RASan/butler/server/photos/116.jpg,"Restaurante junto a las playas del Sardinero\, con una cocina tradicional elaborada con productos de temporada. ","Restaurante tradicional junto a las playas del Sardinero\, en donde se ofrece una cocina tradicional propia de la gastronomía de Santander\, elaborada con productos de temporada. ",The restaurant is settled beside the beach of El Sardinero. It offers traditional cuisine using in-season products.,Plaza de Italia nº 1,942271100,hotelsardinero@gruposardinero.com,http://www.hotelsardinero.es,,https://es-la.facebook.com/GranHotelSardinero,https://twitter.com/HOTELSARDINERO,https://plus.google.com/103816907917626770383/posts,,-3.783221234790517,43.47268899949965,9,Restaurantes,,0,2016-02-23T12:17:46.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot116.csv
HOT11,Hotel Vinci Puertochico,http://portal.ayto-santander.es/portal/pls/portal/docs/663398.JPG,no tiene restaurante,no tiene restaurante,no tiene restaurante,Calle Castelar nº 25,,puertochico@vinccihoteles.com,http://www.vinccihoteles.com,,,,,,-3.7932587,43.4631031,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot11.csv
HOT104,cafe del indiano,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,,,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-04-15T11:02:36.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot104.csv
HOT103,HOTEL CHIQUI,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Localizado en el más bello rincón de la playa del Sardinero\, el Hotel Chiqui Santander permite disfrutar de espectaculares vistas del Palacio de la Magdalena\, la isla de Mouro y el abra del Sardinero.\nUna experiencia inolvidable en sus 161 habitaciones con vistas al Mar Cantábrico\, llenas de luz natural\, cuidada decoración y exquisita gastronomía.\n","Localizado en el más bello rincón de la playa del Sardinero\, el Hotel Chiqui Santander permite disfrutar de espectaculares vistas del Palacio de la Magdalena\, la isla de Mouro y el abra del Sardinero.\nUna experiencia inolvidable en sus 161 habitaciones con vistas al Mar Cantábrico\, llenas de luz natural\, cuidada decoración y exquisita gastronomía.\n",,Avda. Manuel García Lago 9,942 282 700,,www.hotelchiqui.com,,,,,,-3.78751281204222,43.4812528340739,,Hotel,,,2016-03-22T12:05:20.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot103.csv
HOT102,HOTEL ART,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"El Hotel Art Santander es la mejor alternativa para disfrutar de su visita a la ciudad. Estratégicamente situado\, el hotel disfruta de gran tranquilidad a pesar de encontrarse a escasos 500 metros del centro comercial de la ciudad.\n\nFantásticas vistas de la bahía\, cuidada decoración y una atención personalizada y familiar es nuestra propuesta. E\n","El Hotel Art Santander es la mejor alternativa para disfrutar de su visita a la ciudad. Estratégicamente situado\, el hotel disfruta de gran tranquilidad a pesar de encontrarse a escasos 500 metros del centro comercial de la ciudad.\n\nFantásticas vistas de la bahía\, cuidada decoración y una atención personalizada y familiar es nuestra propuesta. E\n",,"Santa Teresa de Jesús\, 20",942 109 090,,www.hotelartsantander.com,,,,,,-3.8009453147888,43.4660594005631,,Hotel,,,2016-03-22T12:02:33.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot102.csv
HOS2990,Restaurante Eneldo y Tomillo,http://lira.tlmat.unican.es/RASan/butler/server/photos/2990.jpg,El Restaurante Eneldo y Tomillo dispone de menú durante la semana. También ofrece cenas a la carta y el fin de semana hay menú especial.,El Restaurante Eneldo y Tomillo dispone de menú durante la semana. También ofrece cenas a la carta y el fin de semana hay menú especial.\n\nCuenta con una decoración sencilla y una gran variedad de platos tradicionales.,"Eneldo y Tomillo restaurant offers price lunch menus during the week and only ""a la cart"" menus for dinner. There is a special menu in the weekend.\nWith a classical decoration it offers a wide variety of traditional dishes.",Calle Ojaiz nº 166,942340596,eneldoytomillo@gmail.com,,,,,,,-3.8861094847787853,43.44081693555786,9,Restaurantes,,0,2016-02-23T12:24:24.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hos2990.csv
HOS145,Restaurante del Hosta Residencia Mimosa,http://lira.tlmat.unican.es/RASan/butler/server/photos/145.png,"Cocina que abarca tanto los platos clásicos como las últimas tendencias en gastronomía\, todo ello servido en el entorno acogedor del restaurante.",Hostal Residencia construida a principios de los años 80 frente al Hospital Marqués de Valdecilla y a escasos metros de la Residencia Cantabria. \n\nCocina que abarca tanto los platos clásicos como las últimas tendencias en gastronomía todo ello servido en el entorno acogedor del restaurante.\n\nDe lunes a viernes se sirve el Menú de Cocina Artesanal.,Mimosa is a Hostel-Boarding House built at the beginning of 1980´s beside Marqués de Valdecilla Hospital and very close to Residencia Cantabria.\nThe restaurant´s cuisine covers both traditional food and innovative trends served in a warm environment.\nFrom Monday to Friday the restaurant serves Traditional Cuisine Menus,Calle Jazmin nº 8,942338237,hostalmimosa@gmail.com,http://www.hostalmimosa.com,,http://www.facebook.com/pages/Hostal-Mimosa/374601475986735,,,,-3.832189265641432,43.458647690237015,9,Restaurantes,,0,2016-02-23T12:23:10.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hos145.csv
HOS138,Restaurante del Hotel-Residencia Santander Antiguo,http://lira.tlmat.unican.es/RASan/butler/server/photos/138.jpg,"Restaurante ubicado frente a las universidades\, con menús diarios elaborados con productos naturales y frescos del día (de  huerta propia).","Restaurante ubicado frente a las universidades\, con menús diarios elaborados con productos naturales y frescos del día (de  huerta propia)\, siempre siguiendo la dieta  mediterránea y con recetas de la antiguas abuelas.\n\nLa carta cuenta con un amplio surtido de tapas\, pinchos\, raciones y platos combinados.","Restaurant placed in front of the University Campus that offers price lunch menus prepared with natural and fresh (collected everyday from our own farm)\, following the so called ""Mediterranean diet"" and home-made dished prepared in the ""grandmother´s style"". \nThe menu offers a wide variety of ""tapas and pinchos"" and ""raciones"" which are generous portions perfect for sharing\, and also mixed dishes.",Avenida de los Castros nº 65,942318565,santanderantiguo@hotmail.com,http://www.santanderantiguo.es,,,,,,-3.8040106202377046,43.470164408817155,9,Restaurantes,,0,2016-02-23T12:21:17.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hos138.csv
CAF80,Cafetería Santa&Co,https://farm8.staticflickr.com/7560/15787946156_06119397ea.jpg,Cafetería de inspiración francesa en el centro de Santander,"Situado en todo el centro de Santander y de inspiración francesa Santa&Co es el sitio ideal para desayunar\, comer\, merendar y cenar",French bakery in Santander City centre providing an unique experience taking a well prepared coffee with handmade pattiserie,calle Marcelino Sainz de Sautola n 17,942071984,santayco@gmail.com,,,http://www.facebook.com/Santa_co_santander,,,," -3.803707553520212",43.463341419886625,10,Cafeterías,,1,2015-06-12T13:25:40.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf80.csv
CAF3217,Royalty,https://farm2.staticflickr.com/1630/25008204932_946f06a952.jpg,Especialidad en tortilla y tartas,Cafetería tradicional de la ciudad de Santander pionera en elaborar la tortilla de patata rellena y especialistas en tartas caseras.,Traditional snack bar of the pioneering city of Santander in preparing the omelette of stuffed potato and specialists in home-made cakes.,C/ Calderón de la Barca nº 7,942312474,terrazasferry@hotmail.com,,,,,,,-3.8084810999999945,43.4595339,10,Cafeterías,,0,2016-06-28T14:15:15.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3217.csv
CAF3135,Club de Tenis y Padel Monteverde,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,El restaurante del club Monteverde está abierto a todo el público para que deguste un menú variado. Fácil aparcamiento.,El restaurante del club Monteverde está abierto a todo el público para que deguste un menú variado. \n\nEl local permite también ser alquilado para pequeñas celebraciones.\n\nFácil aparcamiento.,,"Tristana\, 21",942332530,direccion@clubdepadelytenismonteverde.com,http://www.clubdepadelytenismonteverde.com/,,https://www.facebook.com/pages/Club-De-Padel-Y-Tenis-Monteverde/165951636765457,,,,-3.835736106370746,43.47292638038651,10,Cafeterías,,0,2016-02-23T12:59:16.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3135.csv
CAF3121,La Parada,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"C/ Calderón de la Barca 14\, Santander",942214590,,,,,,,," -3.8092235163593386",43.45912258618911,10,Cafeterías,,0,2015-07-20T10:44:29.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3121.csv
CAF3120,La Mundial,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"C/ Lealtad 13\, Santander",942221082,,,,,,,," -3.8085194364929293",43.461028593199416,10,Cafeterías,,0,2015-07-20T09:14:13.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3120.csv
CAF3113,La Italiana,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Heladería,,,"Plaza de Italia 1\, Santander",942270285,,,,https://es-es.facebook.com/pages/Helader%C3%ADa-Italiana/415389128523686,,,," -3.782579793109903",43.47178404364939,10,Cafeterías,,0,2015-07-20T09:19:18.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3113.csv
CAF3112,La Inter,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,," Avenida Los Castros (Edificio Interfacultativo)\, S/N\, Santander",,,,,,,,," -3.8039650455856417",43.47094119691679,10,Cafeterías,,0,2015-07-20T09:19:08.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3112.csv
CAF3111,Cafetería La Hermida,https://farm9.staticflickr.com/8562/15264513433_d5038752d7.jpg,,,,"C/ Ruiz Zorrilla\, 15\, Santander",942039581,,,,,https://twitter.com/cafelahermida,,," -3.8138020471477603",43.45502806970344,10,Cafeterías,,0,2015-06-15T08:53:54.000Z,2017-10-31T15:02:07.59Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf3111.csv
HOT26,Pensión Plaza,http://portal.ayto-santander.es/portal/pls/portal/docs/7951092.JPG,no tiene restaurante,no tiene restaurante,no tiene restaurante,Calle Cadiz nº 13 entlo C,,pensionplaza@terra.com,http://www.pension-plaza.com,,,,,,-3.8099803,43.4623057,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot26.csv
HOT24,PENSION MARGARITA,http://portal.ayto-santander.es/portal/pls/portal/docs/10495262.JPG,CERRADO,CERRADO,CERRADO,Avenida de los Castros nº 19,,pp_margarita@hotmail.com,http://www.pensionmargaritasantander.com,,,,,,-3.7871541,43.4733956,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot24.csv
HOT23,Magallanes,http://portal.ayto-santander.es/portal/pls/portal/docs/7951089.JPG,"Sencillo hotel urbano con suelos de gres que ofrece habitaciones simples con baño\, TV y wifi gratuito.","Sencillo hotel urbano con suelos de gres que ofrece habitaciones simples con baño\, TV y wifi gratuito.",,Calle Magallanes nº 22,,info@hospedajemagallanes.com,,,,,,,-3.814486,43.4625619,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot23.csv
HOT22,Hostal Liébana,http://portal.ayto-santander.es/portal/pls/portal/docs/7951101.JPG,"Ofrecemos habitaciones con baño en el centro de la ciudad de Santander\, en la provincia de Cantabria","Ofrecemos habitaciones con baño en el centro de la ciudad de Santander\, en la provincia de Cantabria",,Calle Nicolás Salmerón nº 9,,hliebana@telefonica.net,http://www.hliebana.arrakis.es,,,,,,-3.8117462,43.4564367,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot22.csv
HOT21,Hostal Costa Brava,http://portal.ayto-santander.es/portal/pls/portal/docs/10495251.JPG,no tiene restaurante,no tiene restaurante,no tiene restaurante,Calle Heroes Baleares nº 1,,,www.hostalcostabrava.com,,,,,,-3.8277628,43.4589812,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot21.csv
HOT20,Hotel Bedoya,http://portal.ayto-santander.es/portal/pls/portal/docs/7955073.JPG,"se encuentra estrategicamente situado en el centro de la ciudad\, a pocos metros de la estación de autobus y de tren.","se encuentra estrategicamente situado en el centro de la ciudad\, a pocos metros de la estación de autobus y de tren.",,Calle Federico Vidal nº 8,942221666,info@hotelsanglorio.com,http://www.hotelsanglorio.com,,,,,,-3.813365,43.4563971,,Hotel,,,2016-03-10T09:46:24.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot20.csv
HOT19,Hotel Antoyana,http://portal.ayto-santander.es/portal/pls/portal/docs/10495237.JPG,hotel situado a la entrada de la ciudad con grandes zonas ajardinadas,hotel situado a la entrada de la ciudad con grandes zonas ajardinadas,,Calle Ojaiz nº 134,942332628,info@hotelantoyana.com,http://www.hotelantoyana.com,,,,,,-3.8846383,43.4419056,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot19.csv
HOT17,Hotel Picos de Europa,http://portal.ayto-santander.es/portal/pls/portal/docs/10495234.JPG,el hotel se encuentra situado en la zona comercial de la ciudad,el hotel se encuentra situado en la zona comercial de la ciudad,,Calle Arco Iris nº 2,942371015 / 942371066,hotel@grupopicosdeeuropa.com,http://www.grupopicosdeeuropa.com,,,,,,-3.8169841,43.4605034,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot17.csv
HOT16,Hotel Celuisma Alisas,http://lira.tlmat.unican.es/RASan/butler/server/photos/132.jpg,"Cómodo\, acogedor y muy funcional\, este hotel está al lado de la estación de tren de Santander\, de la terminal de autobuses.\n\n","Cómodo\, acogedor y muy funcional\, este hotel está al lado de la estación de tren de Santander\, de la terminal de autobuses.\n\n",,Calle Nicolás Salmerón nº 3,"942222750 ","hotel.alisas@celuisma.com ",http://www.hotelalisas.com,,,,,,-3.81215863928674,43.4571957903967,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot16.csv
HOT15,Hotel San Millán & SPA,http://portal.ayto-santander.es/portal/pls/portal/docs/7959109.JPG,se trata de un hotel familiar ideal para padres con niños y con una zona de spa y piscina,se trata de un hotel familiar ideal para padres con niños y con una zona de spa y piscina,,"Calle Ortega y Gasset nº 94 ",942345677,reservas@hotelsanmillan.es,http://www.hotelsanmillan.es,,,,,,-3.8603711,43.4452055,,Hotel,,,2016-03-10T09:41:46.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot15.csv
HOT14,Hotel Piñamar,http://portal.ayto-santander.es/portal/pls/portal/docs/663408.JPG,Restaurante exclusivamente para grupos y sólo con reserva,Restaurante exclusivamente para grupos y sólo con reserva,Restaurante exclusivamente para grupos y sólo con reserva,Calle Ruíz de Alda nº 15,942361866,info@hotel-pinamar.com,http://www.hotel-pinamar.com,,,,,,-3.815013,43.4554536,,Hotel,,,2016-03-10T09:32:15.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot14.csv
HOT129,Restaurante del Hotel Apartamentos Don Carlos,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,El restaurante del Hotel Apartamentos Don Carlos dispone de menú de día y servicio a la carta para disfrutar de las especialidades de la temporada.,El restaurante Don Carlos dispone de menú de día y servicio a la carta en un salón climatizado con capacidad para más de 200 comensales. En él se puede disfrutar de las especialidades de la temporada.,"The restaurant Don Carlos offers both price lunch menus and a la cart menus\, in an air-conditioned hall for up to 200 people that wish to enjoy the seasonal specialties.",Calle Duque de Santo Mauro nº 20-22,942280066,doncarlos@hotelapartamentosdoncarlos.com,http://hotelapartamentosdoncarlos.com,,,https://twitter.com/hoteldoncarlos1,,,-3.781007352743927,43.47081801159678,9,Restaurantes,,0,2016-02-23T12:20:18.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot129.csv
HOT121,Restaurante Neptuno del Hotel Palacio del Mar,http://lira.tlmat.unican.es/RASan/butler/server/photos/121.jpg,"Situado en el Hotel Palacio del Mar\, el restaurante Neptuno está especializado en marisco y ofrece una gran variedad de cocina tradicional y de temporada. ","En el Hotel Palacio del Mar se encuentra el restaurante Neptuno\, con vivero de marisco a la vista de los comensales. \n\nEl restaurante está especializado en marisco y ofrece una gran variedad de cocina tradicional y de temporada. ","Neptuno restaurant is settled in Palacio del Mar Hotel. It stands out by its own seafood farm\, at the guests sight.\nThus\, it is specialised in seafood dishes\, as well as offers a wide range of traditional and seasonal dishes.\n",Avenida de Cantabria nº 5,"942392400 ","informacion@hotel-palaciodelmar.com ",http://www.hotel-palaciodelmar.com,,http://es-es.facebook.com/pages/HOTEL-PALACIO-DEL-MAR/201674092671,https://twitter.com/hpalaciodelmar,,,-3.7940815196434414,43.478285336983845,9,Restaurantes,,0,2016-02-23T12:19:27.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot121.csv
HOT120,Restaurante del Hotel Hoyuela,http://lira.tlmat.unican.es/RASan/butler/server/photos/120.jpg,"El Restaurante del Hotel Hoyuela ofrece una cocina tradicional propia de la gastronomía de Santander elaborada con productos de temporada. ","El Restaurante del Hotel Hoyuela\, con capacidad para 60 personas\, ofrece una cocina tradicional propia de la gastronomía de Santander elaborada con productos de temporada. ",The restaurant of the Hoyuela Hotel offers the typical traditional cuisine of Santander using in-season products. It can accommodate up to 60 people.,Avenida Hoteles nº 7,942282628,hotelhoyuela@gruposardinero.com,http://www.hotelhoyuela.es,,https://www.facebook.com/hotel.hoyuela,https://twitter.com/HotelHoyuela,,,-3.7837067939816506,43.47183321779491,9,Restaurantes,,0,2016-02-23T11:52:56.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot120.csv
HOT12,Hotel Abba Santander,http://portal.ayto-santander.es/portal/pls/portal/docs/10495227.JPG,no tiene restaurante,no tiene restaurante,no tiene restaurante,Calle Calderón de la Barca nº 3,,"santander@abbahoteles.com ",http://www.abbahoteles.com,,,,,,-3.80908150754783,43.459464822967,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.589Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot12.csv
